"Fishing Day","Fish","Fishing Gear","Site","Species","Weight (kg)","Length (cm)","Scale taken (0=N, 1=Y)","Floy Tag . (0=N)","Recap Tag . (0=N)","Preserved for testing (0=N, 1=Y)","Mortality (0=N, 1=Y)","Genetics Testing . (0=N)","Notes"
3.00,283.00,3.00,"3",6.00,0.61,36.50,"",263.00,0.00,0.00,0.00,0.00,""
3.00,284.00,3.00,"3",6.00,0.54,37.50,"",264.00,0.00,0.00,0.00,0.00,""
3.00,285.00,3.00,"3",6.00,0.53,38.50,"",266.00,0.00,0.00,0.00,0.00,""
3.00,286.00,3.00,"3",1.00,3.41,26.50,"",267.00,0.00,0.00,0.00,0.00,""
3.00,287.00,3.00,"3",6.00,0.52,38.50,"",268.00,0.00,0.00,0.00,0.00,""
3.00,288.00,3.00,"3",1.00,5.09,72.00,"",269.00,0.00,0.00,0.00,0.00,""
3.00,289.00,3.00,"3",6.00,0.57,39.00,"",270.00,0.00,0.00,0.00,0.00,""
3.00,290.00,3.00,"3",1.00,5.95,74.00,"",272.00,0.00,0.00,0.00,0.00,""
3.00,291.00,3.00,"3",6.00,0.62,39.00,"",273.00,0.00,0.00,0.00,0.00,""
3.00,292.00,3.00,"3",1.00,3.14,63.00,"",274.00,0.00,0.00,0.00,0.00,""
3.00,293.00,3.00,"3",1.00,3.10,67.00,"",18.00,0.00,0.00,0.00,0.00,""
3.00,294.00,3.00,"3",1.00,2.53,63.00,"",19.00,0.00,0.00,0.00,0.00,""
3.00,295.00,3.00,"3",1.00,2.04,59.00,"",90.00,0.00,0.00,0.00,0.00,""
3.00,296.00,3.00,"3",15.00,0.15,23.50,"",83.00,0.00,0.00,0.00,0.00,""
3.00,297.00,3.00,"3",1.00,3.44,64.00,"",176.00,0.00,0.00,0.00,0.00,""
3.00,298.00,3.00,"3",1.00,6.80,75.00,"",85.00,0.00,0.00,0.00,0.00,""
3.00,299.00,3.00,"3",1.00,3.87,68.00,"",86.00,0.00,0.00,0.00,0.00,""
3.00,300.00,3.00,"3",1.00,4.08,67.00,"",87.00,0.00,0.00,0.00,0.00,""
3.00,301.00,3.00,"3",1.00,4.25,67.00,"",98.00,0.00,0.00,0.00,0.00,""
3.00,302.00,3.00,"3",1.00,5.13,75.00,"",97.00,0.00,0.00,0.00,0.00,""
3.00,303.00,3.00,"3",6.00,0.44,33.00,"",88.00,0.00,0.00,0.00,0.00,""
3.00,304.00,3.00,"3",16.00,0.19,25.00,"",89.00,0.00,0.00,0.00,0.00,""
3.00,305.00,3.00,"3",6.00,1.29,51.00,"",90.00,0.00,0.00,0.00,0.00,""
3.00,306.00,3.00,"3",6.00,1.08,47.00,"",141.00,0.00,0.00,0.00,0.00,""
3.00,307.00,3.00,"3",6.00,0.46,37.00,"",142.00,0.00,0.00,0.00,0.00,""
4.00,308.00,2.00,"4",3.00,0.39,33.00,"",276.00,0.00,0.00,0.00,0.00,""
4.00,309.00,2.00,"4",4.00,0.19,20.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,310.00,2.00,"4",4.00,0.09,15.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,311.00,2.00,"4",4.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
4.00,312.00,2.00,"4",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,313.00,2.00,"4",4.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,314.00,2.00,"4",5.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,315.00,2.00,"4",4.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,316.00,2.00,"4",4.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
4.00,317.00,2.00,"4",5.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,318.00,3.00,"1",6.00,0.44,34.00,"",277.00,0.00,0.00,0.00,0.00,""
4.00,319.00,3.00,"1",1.00,7.00,82.00,"",278.00,0.00,0.00,0.00,0.00,""
4.00,320.00,3.00,"1",1.00,4.27,71.00,"",284.00,0.00,0.00,0.00,0.00,""
4.00,321.00,3.00,"1",1.00,3.29,62.00,"",286.00,0.00,0.00,0.00,0.00,""
4.00,321.00,3.00,"1",1.00,6.65,72.00,"",297.00,0.00,0.00,0.00,0.00,""
4.00,322.00,3.00,"1",6.00,0.46,37.00,"",287.00,0.00,0.00,0.00,0.00,""
4.00,323.00,3.00,"1",6.00,0.58,31.00,"",288.00,0.00,0.00,0.00,0.00,""
4.00,324.00,3.00,"1",6.00,0.54,38.00,"",289.00,0.00,0.00,0.00,0.00,""
4.00,325.00,3.00,"1",6.00,1.05,49.00,"",290.00,0.00,0.00,0.00,0.00,""
4.00,326.00,3.00,"1",6.00,1.16,46.00,"",291.00,0.00,0.00,0.00,0.00,""
4.00,327.00,3.00,"1",6.00,0.63,39.50,"",292.00,0.00,0.00,0.00,0.00,""
4.00,328.00,3.00,"1",6.00,0.44,36.00,"",293.00,0.00,0.00,0.00,0.00,""
4.00,329.00,3.00,"1",6.00,0.50,37.50,"",294.00,0.00,0.00,0.00,0.00,""
4.00,330.00,3.00,"1",6.00,0.48,37.00,"",295.00,0.00,0.00,0.00,0.00,""
4.00,331.00,3.00,"1",6.00,0.40,35.00,"",296.00,0.00,0.00,0.00,0.00,""
4.00,333.00,3.00,"1",1.00,2.80,6.00,"",298.00,0.00,0.00,0.00,0.00,""
4.00,334.00,3.00,"1",3.00,0.80,40.00,"",299.00,0.00,0.00,0.00,0.00,""
4.00,335.00,3.00,"1",1.00,6.10,77.00,"",300.00,0.00,0.00,0.00,0.00,""
4.00,336.00,3.00,"1",1.00,3.51,65.00,"",302.00,0.00,0.00,0.00,0.00,""
4.00,337.00,3.00,"1",6.00,0.44,38.00,"",303.00,0.00,0.00,0.00,0.00,""
4.00,338.00,3.00,"1",1.00,5.60,72.00,"",304.00,0.00,0.00,0.00,0.00,""
4.00,339.00,3.00,"1",6.00,0.53,36.00,"",305.00,0.00,0.00,0.00,0.00,""
4.00,340.00,3.00,"1",6.00,0.61,38.00,"",306.00,0.00,0.00,0.00,0.00,""
4.00,341.00,3.00,"1",6.00,0.54,38.00,"",307.00,0.00,0.00,0.00,0.00,""
4.00,342.00,3.00,"1",6.00,2.36,53.00,"",311.00,,0.00,0.00,0.00,""
4.00,343.00,3.00,"1",6.00,0.25,36.00,"",308.00,0.00,0.00,0.00,0.00,""
4.00,344.00,3.00,"1",6.00,0.45,36.00,"",312.00,0.00,0.00,0.00,0.00,""
4.00,345.00,3.00,"1",6.00,0.90,41.00,"",313.00,0.00,0.00,0.00,0.00,""
4.00,346.00,3.00,"1",6.00,0.63,38.00,"",314.00,0.00,0.00,0.00,0.00,""
4.00,347.00,3.00,"1",3.00,0.83,37.50,"",315.00,0.00,0.00,0.00,0.00,""
4.00,348.00,3.00,"1",6.00,0.36,33.50,"",316.00,0.00,0.00,0.00,0.00,""
4.00,349.00,3.00,"1",6.00,0.65,37.00,"",317.00,0.00,0.00,0.00,0.00,""
4.00,350.00,3.00,"1",6.00,1.20,43.50,"",319.00,0.00,0.00,0.00,0.00,""
4.00,351.00,3.00,"1",6.00,0.46,36.50,"",320.00,0.00,0.00,0.00,0.00,""
4.00,352.00,3.00,"1",6.00,0.67,39.00,"",323.00,0.00,0.00,0.00,0.00,""
4.00,353.00,3.00,"1",6.00,0.61,38.50,"",324.00,0.00,0.00,0.00,0.00,""
4.00,354.00,3.00,"1",6.00,0.53,35.00,"",325.00,0.00,0.00,0.00,0.00,""
4.00,355.00,3.00,"1",6.00,0.80,39.50,"",326.00,0.00,0.00,0.00,0.00,""
4.00,356.00,3.00,"1",6.00,0.71,36.00,"",328.00,0.00,0.00,0.00,0.00,""
4.00,357.00,3.00,"1",6.00,0.77,38.50,"",329.00,0.00,0.00,0.00,0.00,""
4.00,358.00,3.00,"1",1.00,4.20,70.00,"",330.00,0.00,0.00,0.00,0.00,""
4.00,359.00,3.00,"1",15.00,0.12,23.50,"",177.00,0.00,0.00,0.00,0.00,""
4.00,360.00,3.00,"1",6.00,0.49,33.00,"",180.00,0.00,0.00,0.00,0.00,""
4.00,361.00,3.00,"1",5.00,0.09,14.00,"",0.00,0.00,0.00,0.00,0.00,""
4.00,362.00,3.00,"1",5.00,0.05,12.50,"",0.00,0.00,0.00,0.00,0.00,""
4.00,363.00,3.00,"1",1.00,3.82,65.00,"",167.00,0.00,0.00,0.00,0.00,""
4.00,364.00,3.00,"1",3.00,0.41,33.00,"",168.00,0.00,0.00,0.00,0.00,""
5.00,365.00,1.00,"1",4.00,0.17,19.00,"",0.00,0.00,0.00,0.00,0.00,""
5.00,366.00,1.00,"2",5.00,0.05,13.00,"",0.00,0.00,0.00,0.00,0.00,""
5.00,367.00,3.00,"3",16.00,0.19,24.50,"",226.00,0.00,0.00,0.00,0.00,""
5.00,368.00,3.00,"3",6.00,0.44,36.50,"",227.00,0.00,0.00,0.00,0.00,""
5.00,369.00,3.00,"3",16.00,0.12,20.00,"",178.00,0.00,0.00,0.00,0.00,""
5.00,370.00,3.00,"3",1.00,4.39,68.50,"",169.00,0.00,0.00,0.00,0.00,""
5.00,371.00,3.00,"3",17.00,0.80,38.50,"",149.00,0.00,0.00,0.00,0.00,""
5.00,372.00,3.00,"3",1.00,2.95,64.00,"",172.00,0.00,0.00,0.00,0.00,""
5.00,373.00,3.00,"3",1.00,5.15,73.00,"",91.00,0.00,0.00,0.00,0.00,""
5.00,374.00,3.00,"3",1.00,4.15,63.50,"",173.00,0.00,0.00,0.00,0.00,""
5.00,375.00,3.00,"3",2.00,0.75,37.00,"",174.00,0.00,0.00,0.00,0.00,""
5.00,376.00,3.00,"3",17.00,0.96,42.00,"",178.00,0.00,0.00,0.00,1.00,"FR001"
5.00,377.00,3.00,"3",6.00,0.72,39.50,"",92.00,0.00,0.00,0.00,0.00,""
5.00,378.00,3.00,"3",6.00,0.31,33.00,"",93.00,0.00,0.00,0.00,0.00,""
5.00,379.00,3.00,"3",6.00,0.11,21.50,"",94.00,0.00,0.00,0.00,0.00,""
5.00,380.00,3.00,"3",6.00,0.90,41.50,"",95.00,0.00,0.00,0.00,0.00,""
5.00,381.00,3.00,"3",3.00,0.52,35.00,"",96.00,0.00,0.00,0.00,0.00,""
5.00,382.00,3.00,"3",6.00,0.62,38.00,"",143.00,0.00,0.00,0.00,0.00,""
5.00,383.00,3.00,"3",17.00,1.72,48.50,"",150.00,0.00,0.00,0.00,0.00,""
5.00,384.00,1.00,"4",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,385.00,2.00,"4",10.00,0.01,7.60,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
6.00,386.00,2.00,"4",2.00,0.20,25.00,"",239.00,0.00,0.00,0.00,0.00,""
6.00,387.00,2.00,"4",7.00,0.01,9.80,"",0.00,0.00,0.00,0.00,0.00,""
6.00,388.00,2.00,"4",3.00,0.01,12.90,"",0.00,0.00,0.00,0.00,0.00,""
6.00,389.00,2.00,"4",4.00,0.01,5.90,"",0.00,0.00,0.00,0.00,0.00,""
6.00,390.00,2.00,"4",4.00,0.01,5.70,"",0.00,0.00,0.00,0.00,0.00,""
6.00,391.00,2.00,"4",11.00,0.01,6.50,"",0.00,0.00,0.00,0.00,2.00,"Gen Test: FR002"
6.00,392.00,2.00,"4",4.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,393.00,2.00,"4",5.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,394.00,2.00,"4",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,395.00,2.00,"4",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,396.00,2.00,"4",4.00,0.01,4.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,397.00,2.00,"4",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,398.00,2.00,"4",5.00,0.01,4.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,399.00,2.00,"4",5.00,0.01,6.70,"",0.00,0.00,0.00,0.00,0.00,""
6.00,400.00,2.00,"4",4.00,0.01,5.30,"",0.00,0.00,0.00,0.00,0.00,""
6.00,401.00,2.00,"4",0.00,0.01,5.00,"",0.00,0.00,0.00,0.00,3.00,"Gen. Testing: FR003"
6.00,402.00,2.00,"4",5.00,0.01,6.00,"",0.00,0.00,0.00,1.00,0.00,""
6.00,403.00,2.00,"4",5.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,404.00,2.00,"4",5.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,405.00,2.00,"4",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,406.00,2.00,"4",5.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,407.00,2.00,"4",11.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,408.00,2.00,"4",5.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,409.00,2.00,"4",5.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,410.00,2.00,"4",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,411.00,2.00,"4",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,412.00,2.00,"4",11.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,413.00,2.00,"4",5.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
6.00,414.00,2.00,"4",14.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,415.00,2.00,"4",0.00,0.01,2.00,"",0.00,0.00,0.00,0.00,4.00,"FR004, larval"
6.00,416.00,3.00,"1",18.00,0.43,35.00,"",240.00,0.00,0.00,0.00,0.00,""
6.00,417.00,3.00,"1",6.00,0.41,36.00,"",241.00,0.00,0.00,0.00,0.00,""
6.00,418.00,3.00,"1",6.00,0.48,36.50,"",242.00,0.00,0.00,0.00,0.00,""
6.00,419.00,3.00,"1",6.00,0.75,41.00,"",244.00,0.00,0.00,0.00,0.00,""
6.00,420.00,3.00,"1",18.00,0.31,34.00,"",246.00,0.00,0.00,0.00,0.00,""
6.00,421.00,3.00,"1",1.00,2.54,57.00,"",356.00,0.00,0.00,0.00,0.00,""
6.00,422.00,3.00,"1",6.00,0.45,36.00,"",357.00,0.00,0.00,0.00,0.00,""
6.00,424.00,3.00,"1",17.00,0.92,42.00,"",361.00,0.00,0.00,0.00,0.00,""
6.00,424.00,3.00,"1",1.00,4.04,20.00,"",360.00,0.00,0.00,0.00,0.00,""
6.00,425.00,3.00,"1",6.00,0.82,45.00,"",364.00,0.00,0.00,0.00,0.00,""
6.00,426.00,3.00,"1",0.00,2.35,63.00,"",365.00,0.00,0.00,0.00,5.00,"FR005"
6.00,427.00,3.00,"1",1.00,2.21,59.00,"",367.00,0.00,0.00,0.00,0.00,""
6.00,428.00,3.00,"1",18.00,0.34,44.50,"",368.00,0.00,0.00,0.00,0.00,""
6.00,429.00,3.00,"1",11.00,0.08,15.00,"",369.00,0.00,0.00,0.00,0.00,""
6.00,430.00,3.00,"1",17.00,1.55,49.00,"",370.00,0.00,0.00,0.00,0.00,""
6.00,431.00,3.00,"1",5.00,0.10,18.00,"",372.00,0.00,0.00,0.00,0.00,""
6.00,432.00,3.00,"1",1.00,1.83,55.00,"",373.00,0.00,0.00,0.00,0.00,""
6.00,433.00,3.00,"1",18.00,0.22,33.00,"",374.00,0.00,0.00,0.00,0.00,""
6.00,434.00,3.00,"1",1.00,2.88,66.00,"",375.00,0.00,0.00,0.00,0.00,""
6.00,435.00,3.00,"1",1.00,1.91,56.00,"",377.00,0.00,0.00,0.00,0.00,""
6.00,436.00,3.00,"1",19.00,1.02,45.00,"",378.00,0.00,0.00,0.00,6.00,"FR006"
6.00,437.00,3.00,"1",15.00,0.34,36.00,"",379.00,0.00,0.00,0.00,0.00,""
6.00,438.00,3.00,"1",3.00,0.01,13.00,"",0.00,0.00,0.00,0.00,0.00,""
6.00,439.00,3.00,"1",0.00,0.65,35.50,"",380.00,0.00,0.00,0.00,7.00,"FR007"
6.00,440.00,3.00,"1",6.00,0.65,39.50,"",144.00,0.00,0.00,0.00,0.00,""
6.00,441.00,3.00,"1",6.00,0.88,48.00,"",145.00,0.00,0.00,0.00,0.00,""
7.00,442.00,1.00,"1",21.00,0.34,29.00,"",460.00,0.00,1.00,0.00,9.00,"FR009"
7.00,443.00,1.00,"1",4.00,0.12,18.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,444.00,2.00,"2",0.00,0.01,5.00,"",0.00,0.00,0.00,0.00,8.00,"FR008"
7.00,445.00,2.00,"2",5.00,0.11,17.50,"",146.00,0.00,1.00,0.00,0.00,""
7.00,446.00,2.00,"2",4.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,447.00,2.00,"2",4.00,0.11,20.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,448.00,2.00,"2",11.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,449.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,450.00,2.00,"2",10.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
7.00,451.00,2.00,"2",5.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
7.00,452.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,453.00,2.00,"2",4.00,0.15,21.00,"",0.00,0.00,1.00,0.00,0.00,""
7.00,454.00,2.00,"2",22.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,455.00,2.00,"2",5.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,456.00,2.00,"2",11.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
7.00,457.00,2.00,"2",0.00,0.01,2.00,"",0.00,0.00,0.00,0.00,10.00,"FR010"
7.00,458.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,459.00,2.00,"2",5.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
7.00,460.00,2.00,"2",7.00,0.32,29.00,"",452.00,0.00,1.00,0.00,0.00,""
7.00,461.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,462.00,2.00,"2",4.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,463.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,464.00,2.00,"2",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
7.00,465.00,2.00,"2",11.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,466.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,467.00,3.00,"1",1.00,1.97,54.00,"",451.00,0.00,0.00,0.00,0.00,"two fish assigned #467, second fish reassigned to 237"
7.00,468.00,1.00,"3",4.00,0.19,20.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,469.00,3.00,"1",5.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,470.00,3.00,"1",6.00,0.48,37.00,"",147.00,0.00,0.00,0.00,0.00,""
7.00,471.00,3.00,"1",6.00,0.49,36.00,"",148.00,0.00,0.00,0.00,0.00,""
7.00,472.00,3.00,"1",1.00,2.91,59.00,"",179.00,0.00,0.00,0.00,0.00,""
7.00,473.00,1.00,"4",5.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
7.00,474.00,1.00,"4",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
7.00,475.00,3.00,"1",15.00,0.80,42.50,"",0.00,0.00,1.00,0.00,0.00,""
7.00,476.00,3.00,"1",17.00,1.08,44.00,"",449.00,0.00,1.00,0.00,0.00,""
7.00,477.00,3.00,"1",15.00,0.11,26.00,"",446.00,0.00,0.00,0.00,0.00,""
7.00,478.00,3.00,"1",6.00,9.64,40.00,"",0.00,0.00,1.00,0.00,0.00,""
7.00,479.00,3.00,"1",15.00,0.49,40.00,"",444.00,0.00,0.00,0.00,0.00,""
7.00,480.00,3.00,"1",6.00,0.76,42.00,"",443.00,0.00,0.00,0.00,0.00,""
8.00,481.00,1.00,"4",4.00,0.15,19.00,"",,0.00,0.00,0.00,0.00,""
8.00,482.00,1.00,"4",2.00,0.15,21.00,"",440.00,0.00,0.00,0.00,0.00,""
8.00,483.00,1.00,"4",9.00,0.01,13.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,484.00,2.00,"2",3.00,0.01,4.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,485.00,2.00,"2",3.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,486.00,2.00,"2",7.00,0.01,11.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,487.00,2.00,"2",3.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,488.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,489.00,2.00,"2",3.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,490.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,491.00,2.00,"2",10.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
8.00,492.00,2.00,"2",5.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,493.00,2.00,"2",5.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,494.00,2.00,"2",3.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,495.00,2.00,"2",4.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,496.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,497.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,498.00,2.00,"2",4.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,499.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,500.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,501.00,2.00,"2",4.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,502.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,503.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,504.00,2.00,"2",7.00,0.01,10.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,505.00,2.00,"2",7.00,0.01,12.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,506.00,2.00,"2",10.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
8.00,507.00,2.00,"2",5.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,508.00,2.00,"2",10.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
8.00,509.00,2.00,"2",4.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,510.00,2.00,"2",4.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,511.00,2.00,"2",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,512.00,2.00,"2",4.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,513.00,2.00,"2",4.00,0.11,19.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,514.00,2.00,"2",7.00,0.01,10.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,515.00,2.00,"2",7.00,0.01,10.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,516.00,2.00,"2",10.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
8.00,517.00,2.00,"2",10.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
8.00,518.00,2.00,"2",1.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,519.00,2.00,"2",3.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,520.00,2.00,"2",3.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,521.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,522.00,2.00,"2",1.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,523.00,2.00,"2",5.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,524.00,2.00,"2",5.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,525.00,2.00,"2",3.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,526.00,2.00,"2",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,527.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,528.00,2.00,"2",7.00,0.01,12.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,529.00,2.00,"2",7.00,0.01,12.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,530.00,2.00,"2",7.00,0.01,10.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,531.00,2.00,"2",4.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,532.00,2.00,"2",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,533.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,534.00,2.00,"2",4.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,535.00,2.00,"2",5.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,536.00,2.00,"2",5.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,537.00,2.00,"2",5.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,538.00,2.00,"2",1.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
8.00,539.00,3.00,"3",15.00,0.33,14.50,"1",438.00,0.00,0.00,0.00,0.00,""
8.00,540.00,3.00,"3",1.00,4.37,69.00,"1",437.00,0.00,0.00,0.00,0.00,""
8.00,541.00,3.00,"3",8.00,0.01,14.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,542.00,3.00,"3",5.00,0.15,19.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,543.00,3.00,"3",5.00,0.13,18.00,"",0.00,0.00,0.00,0.00,0.00,""
8.00,544.00,3.00,"3",2.00,0.33,30.00,"",436.00,0.00,0.00,0.00,0.00,""
9.00,545.00,3.00,"1",18.00,0.32,36.00,"",435.00,0.00,0.00,0.00,0.00,""
9.00,546.00,3.00,"1",16.00,0.12,23.00,"",434.00,0.00,0.00,0.00,12.00,"FR012"
9.00,547.00,3.00,"1",16.00,0.19,24.00,"",432.00,0.00,0.00,0.00,0.00,""
9.00,548.00,3.00,"1",19.00,1.19,49.00,"",431.00,0.00,0.00,0.00,0.00,""
9.00,549.00,3.00,"1",15.00,0.28,32.00,"",519.00,0.00,0.00,0.00,0.00,""
9.00,550.00,3.00,"1",2.00,0.51,34.00,"",520.00,0.00,0.00,0.00,0.00,""
9.00,551.00,3.00,"1",15.00,0.40,36.00,"",523.00,0.00,0.00,0.00,0.00,""
