"Fishing Day","Fish","Fishing Gear","Site","Species","Weight (kg)","Length (cm)","Scale taken (0=N, 1=Y)","Floy Tag . (0=N)","Recap Tag . (0=N)","Preserved for testing (0=N, 1=Y)","Mortality (0=N, 1=Y)","Genetics Testing . (0=N)","Notes"
9.00,552.00,3.00,"1",6.00,0.01,4.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,553.00,3.00,"1",17.00,0.85,39.00,"",525.00,0.00,0.00,0.00,0.00,""
9.00,554.00,3.00,"1",2.00,0.05,16.00,"",526.00,0.00,0.00,0.00,0.00,""
9.00,555.00,3.00,"1",15.00,0.36,33.00,"",529.00,0.00,0.00,0.00,0.00,""
9.00,556.00,3.00,"1",1.00,2.37,57.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,557.00,3.00,"1",5.00,0.16,18.50,"",530.00,0.00,0.00,0.00,0.00,""
9.00,558.00,2.00,"4",3.00,0.01,3.50,"",0.00,0.00,0.00,1.00,0.00,""
9.00,559.00,2.00,"4",4.00,0.01,2.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,560.00,2.00,"4",1.00,0.01,7.70,"",0.00,0.00,0.00,0.00,0.00,""
9.00,561.00,2.00,"4",4.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,562.00,2.00,"4",3.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,563.00,2.00,"4",3.00,0.01,4.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,564.00,2.00,"4",4.00,0.01,6.30,"",0.00,0.00,0.00,0.00,0.00,""
9.00,565.00,2.00,"4",3.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,566.00,2.00,"4",4.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,567.00,2.00,"4",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,568.00,2.00,"4",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,569.00,2.00,"4",5.00,0.01,7.50,"",0.00,0.00,0.00,0.00,13.00,"FR013"
9.00,570.00,2.00,"4",3.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,571.00,2.00,"4",3.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,572.00,2.00,"4",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,573.00,2.00,"4",4.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,574.00,2.00,"4",14.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,575.00,2.00,"4",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,576.00,2.00,"4",11.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,577.00,2.00,"4",4.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,578.00,2.00,"4",4.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
9.00,579.00,2.00,"4",4.00,0.01,6.80,"",0.00,0.00,0.00,0.00,0.00,""
9.00,580.00,2.00,"4",3.00,0.01,5.00,"",0.00,0.00,0.00,1.00,0.00,""
9.00,581.00,2.00,"4",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,582.00,2.00,"4",10.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,"Euthanized"
9.00,583.00,2.00,"4",4.00,0.01,6.40,"",0.00,0.00,0.00,0.00,0.00,""
9.00,584.00,2.00,"4",3.00,0.01,3.70,"",0.00,0.00,0.00,1.00,0.00,""
9.00,585.00,2.00,"4",3.00,0.01,4.60,"",0.00,0.00,0.00,1.00,0.00,""
9.00,586.00,2.00,"4",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,587.00,2.00,"4",3.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,588.00,2.00,"4",3.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
9.00,589.00,2.00,"4",11.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,590.00,3.00,"1",1.00,2.09,58.00,"",531.00,0.00,0.00,0.00,0.00,""
10.00,591.00,3.00,"1",6.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,592.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,593.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,594.00,3.00,"1",6.00,0.01,9.20,"",0.00,0.00,0.00,0.00,0.00,""
10.00,595.00,3.00,"1",6.00,0.01,8.60,"",0.00,0.00,0.00,0.00,0.00,""
10.00,596.00,3.00,"1",6.00,0.01,7.70,"",0.00,0.00,0.00,0.00,0.00,""
10.00,597.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,598.00,3.00,"1",6.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,599.00,3.00,"1",6.00,0.01,8.30,"",0.00,0.00,0.00,0.00,0.00,""
10.00,600.00,3.00,"1",6.00,0.01,8.40,"",0.00,0.00,0.00,0.00,0.00,""
10.00,601.00,3.00,"1",6.00,0.01,8.10,"",0.00,0.00,0.00,0.00,0.00,""
10.00,602.00,3.00,"1",6.00,0.01,7.40,"",0.00,0.00,0.00,0.00,0.00,""
10.00,603.00,4.00,"1",22.00,2.50,79.00,"",532.00,0.00,0.00,0.00,0.00,""
10.00,604.00,3.00,"1",1.00,1.93,59.00,"",533.00,0.00,0.00,0.00,11.00,"FR011"
10.00,605.00,3.00,"1",6.00,0.01,8.20,"",0.00,0.00,0.00,0.00,0.00,""
10.00,606.00,3.00,"1",6.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,607.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,608.00,3.00,"1",6.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,609.00,3.00,"1",6.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,610.00,3.00,"1",6.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,611.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,612.00,3.00,"1",6.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,613.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,614.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,615.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,1.00,0.00,""
10.00,616.00,3.00,"1",2.00,0.68,35.00,"",534.00,0.00,1.00,0.00,0.00,""
10.00,617.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,618.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,619.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,620.00,3.00,"1",6.00,0.01,7.30,"",0.00,0.00,0.00,0.00,0.00,""
10.00,621.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,622.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,623.00,3.00,"1",6.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,624.00,3.00,"1",6.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,625.00,3.00,"1",6.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,626.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,627.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,628.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,629.00,3.00,"1",6.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,630.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,631.00,3.00,"1",6.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,632.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,633.00,3.00,"1",6.00,0.01,8.30,"",0.00,0.00,0.00,0.00,0.00,""
10.00,634.00,3.00,"1",6.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,635.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,636.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,637.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,638.00,3.00,"1",6.00,0.01,5.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,639.00,3.00,"1",6.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,640.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,641.00,3.00,"1",6.00,0.01,7.80,"",0.00,0.00,0.00,0.00,0.00,""
10.00,642.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,643.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,644.00,3.00,"1",6.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,645.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,646.00,3.00,"1",6.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,647.00,3.00,"1",6.00,0.01,7.30,"",0.00,0.00,0.00,0.00,0.00,""
10.00,648.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,649.00,3.00,"1",6.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,650.00,3.00,"1",6.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,651.00,3.00,"1",6.00,0.01,6.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,652.00,3.00,"1",6.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,653.00,3.00,"1",6.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,654.00,3.00,"1",6.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,655.00,3.00,"1",6.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
10.00,656.00,3.00,"1",6.00,0.01,7.30,"",0.00,0.00,0.00,0.00,0.00,""
10.00,657.00,3.00,"1",6.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
10.00,658.00,3.00,"1",5.00,0.01,13.50,"",0.00,0.00,1.00,0.00,0.00,""
10.00,659.00,5.00,"1",23.00,1.75,58.00,"",181.00,0.00,0.00,0.00,0.00,""
10.00,660.00,4.00,"1",2.00,0.31,28.00,"",0.00,0.00,1.00,0.00,0.00,""
10.00,661.00,5.00,"1",2.00,0.34,29.00,"",0.00,0.00,1.00,0.00,0.00,""
11.00,662.00,2.00,"2",5.00,0.01,2.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,663.00,2.00,"2",4.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,664.00,2.00,"2",1.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,665.00,2.00,"2",10.00,0.01,3.75,"",0.00,0.00,0.00,0.00,0.00,""
11.00,666.00,2.00,"2",4.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,667.00,2.00,"2",5.00,0.01,2.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,668.00,2.00,"2",10.00,0.01,2.90,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,669.00,2.00,"2",10.00,0.01,3.50,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,670.00,2.00,"2",10.00,0.01,3.50,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,671.00,2.00,"2",5.00,0.01,2.00,"",0.00,0.00,0.00,1.00,0.00,""
11.00,672.00,2.00,"2",4.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,673.00,2.00,"2",4.00,0.01,3.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,674.00,2.00,"2",7.00,0.01,11.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,675.00,2.00,"2",5.00,0.01,2.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,676.00,2.00,"2",10.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,677.00,2.00,"2",10.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,678.00,2.00,"2",7.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,679.00,2.00,"2",4.00,0.01,4.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,680.00,2.00,"2",4.00,0.01,3.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,681.00,2.00,"2",10.00,0.01,2.50,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,682.00,2.00,"2",4.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,683.00,2.00,"2",7.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,684.00,2.00,"2",5.00,0.01,2.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,685.00,2.00,"2",4.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,686.00,2.00,"2",4.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,687.00,2.00,"2",4.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,688.00,2.00,"2",7.00,0.01,5.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,689.00,2.00,"2",4.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,690.00,2.00,"2",4.00,0.01,9.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,691.00,2.00,"2",4.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,692.00,2.00,"2",1.00,0.01,8.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,693.00,2.00,"2",10.00,0.01,4.50,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,694.00,2.00,"2",10.00,0.01,3.50,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,695.00,2.00,"2",10.00,0.01,3.20,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,696.00,2.00,"2",10.00,0.01,3.50,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,697.00,2.00,"2",10.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,698.00,2.00,"2",10.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,699.00,2.00,"2",10.00,0.01,4.00,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,700.00,2.00,"2",8.00,0.01,6.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,701.00,2.00,"2",4.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,702.00,2.00,"2",4.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,703.00,2.00,"2",4.00,0.01,2.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,704.00,2.00,"2",8.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,705.00,2.00,"2",8.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,706.00,2.00,"2",4.00,0.01,8.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,707.00,2.00,"2",1.00,0.01,11.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,708.00,2.00,"2",8.00,0.01,7.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,709.00,2.00,"2",7.00,0.01,11.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,710.00,2.00,"2",0.00,0.01,2.00,"",0.00,0.00,0.00,0.00,0.00,"larval"
11.00,711.00,2.00,"2",10.00,0.01,3.00,"",0.00,0.00,0.00,0.00,0.00,"euthanized"
11.00,712.00,2.00,"2",4.00,0.01,8.20,"",0.00,0.00,0.00,0.00,0.00,""
11.00,713.00,2.00,"2",8.00,0.01,7.90,"",0.00,0.00,0.00,0.00,0.00,""
11.00,714.00,2.00,"2",8.00,0.01,7.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,715.00,2.00,"2",8.00,0.01,6.30,"",0.00,0.00,0.00,0.00,0.00,""
11.00,716.00,2.00,"2",7.00,0.01,11.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,717.00,2.00,"2",7.00,0.05,15.00,"",0.00,0.00,0.00,0.00,0.00,""
11.00,718.00,2.00,"2",3.00,0.01,2.90,"",0.00,0.00,0.00,0.00,0.00,""
11.00,719.00,2.00,"2",3.00,0.01,2.40,"",0.00,0.00,0.00,0.00,0.00,""
11.00,720.00,2.00,"2",4.00,0.01,2.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,721.00,2.00,"2",4.00,0.01,2.30,"",0.00,0.00,0.00,0.00,0.00,""
11.00,722.00,2.00,"2",0.00,0.01,2.40,"",0.00,0.00,0.00,1.00,14.00,"FR014. Fish 722-725, 728, 729, 730-733 all appeared to be same species, so DNA was taken from only one fish. "
11.00,723.00,2.00,"2",0.00,0.01,2.30,"",0.00,0.00,0.00,0.00,0.00,"Fish 723 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,724.00,2.00,"2",0.00,0.01,2.90,"",0.00,0.00,0.00,0.00,0.00,"Fish 724 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,725.00,2.00,"2",0.00,0.01,2.50,"",0.00,0.00,0.00,0.00,0.00,"Fish 725 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,726.00,2.00,"2",4.00,0.01,3.20,"",0.00,0.00,0.00,0.00,0.00,""
11.00,727.00,2.00,"2",1.00,0.05,11.50,"",0.00,0.00,0.00,0.00,0.00,""
11.00,728.00,2.00,"2",0.00,0.01,2.30,"",0.00,0.00,0.00,0.00,0.00,"Fish 728 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,729.00,2.00,"2",0.00,0.01,2.10,"",0.00,0.00,0.00,0.00,0.00,"Fish 729 appeared to be same species as fish 722, which will be identified with genetics testing. Two fish assigned #729, re-assigned second fish to #238."
11.00,238.00,2.00,"2",4.00,0.01,2.80,,,,,,,"Two fish assigned #729, re-assigned second fish to #238."
11.00,730.00,2.00,"2",0.00,0.01,2.50,"",0.00,0.00,0.00,0.00,0.00,"Fish 730 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,731.00,2.00,"2",0.00,0.01,2.80,"",0.00,0.00,0.00,0.00,0.00,"Fish 731 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,732.00,2.00,"2",0.00,0.01,2.50,,,,,,,"Fish 732 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,733.00,2.00,"2",0.00,0.01,2.40,,,,,,,"Fish 733 appeared to be same species as fish 722, which will be identified with genetics testing. "
11.00,734.00,2.00,"2",4.00,0.01,3.70,,,,,,,
11.00,735.00,2.00,"2",3.00,0.01,2.30,,,,,,,
11.00,736.00,2.00,"2",11.00,0.01,10.00,,,,,,,
11.00,737.00,2.00,"2",4.00,0.01,0.60,,,,,,,
11.00,738.00,2.00,"2",3.00,0.01,2.00,,,,,,,
11.00,739.00,2.00,"2",4.00,0.01,2.90,,,,,,,
11.00,740.00,2.00,"2",3.00,0.01,2.20,,,,,,,
11.00,741.00,2.00,"2",8.00,0.01,7.20,,,,,,,
11.00,742.00,2.00,"2",11.00,0.01,0.10,,,,,,,
11.00,743.00,2.00,"2",4.00,0.10,19.00,,,,,,,
11.00,744.00,3.00,"3",6.00,0.01,8.60,,,,,,,
11.00,745.00,3.00,"3",6.00,0.01,5.70,,,,,,,
11.00,746.00,3.00,"3",6.00,0.62,37.00,,515.00,,,,,
11.00,747.00,3.00,"3",6.00,0.01,9.00,,,,,,,
11.00,748.00,3.00,"3",24.00,0.01,10.50,,,,,1.00,15.00,"FR015"
11.00,749.00,4.00,"3",2.00,0.58,37.00,,513.00,,,,,
12.00,750.00,3.00,"1",18.00,0.57,39.00,,510.00,,,,,
12.00,751.00,3.00,"1",1.00,1.92,56.00,,512.00,,,,,
12.00,752.00,3.00,"1",18.00,0.50,39.50,,511.00,,,,,
12.00,753.00,3.00,"1",6.00,0.01,8.00,,,,,,,
12.00,754.00,3.00,"1",6.00,0.01,9.00,,,,,,,
12.00,755.00,3.00,"1",6.00,0.01,10.50,,,,,,,
12.00,756.00,3.00,"1",6.00,1.93,56.00,,509.00,,1.00,,,
12.00,757.00,3.00,"1",1.00,3.35,70.00,,508.00,,,,,
12.00,758.00,3.00,"1",6.00,0.01,8.00,,,,,,,
12.00,759.00,3.00,"1",6.00,0.01,8.30,,,,,,,
12.00,760.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,761.00,3.00,"1",6.00,0.01,7.80,,,,,,,
12.00,762.00,3.00,"1",6.00,0.01,7.60,,,,,,,
12.00,763.00,3.00,"1",6.00,0.01,0.10,,,,,,,
12.00,764.00,3.00,"1",6.00,0.01,7.30,,,,,,,
12.00,765.00,3.00,"1",6.00,0.01,8.50,,,,,,,
12.00,766.00,3.00,"1",6.00,0.01,7.70,,,,,,,
12.00,767.00,3.00,"1",6.00,0.01,8.20,,,,,,,
12.00,768.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,769.00,4.00,"1",5.00,0.10,16.00,,506.00,,1.00,,,
12.00,770.00,4.00,"1",10.00,0.01,8.00,,,,,,,
12.00,771.00,4.00,"1",5.00,0.09,16.00,,507.00,,1.00,,,
12.00,772.00,3.00,"1",6.00,0.01,10.00,,,,,,,
12.00,773.00,3.00,"1",6.00,0.01,8.00,,,,,,,
12.00,774.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,775.00,4.00,"1",11.00,0.08,13.50,,,,,,,
12.00,776.00,4.00,"1",5.00,0.12,15.20,,,,,,,
12.00,777.00,4.00,"1",5.00,0.06,14.50,,,,,,,
12.00,778.00,3.00,"1",6.00,0.01,8.00,,,,,,,
12.00,779.00,4.00,"1",5.00,0.01,12.80,,,,,1.00,,
12.00,780.00,4.00,"1",5.00,0.06,16.00,"504",,,,,,
12.00,781.00,3.00,"1",6.00,0.01,8.00,,,,,,,
12.00,782.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,783.00,3.00,"1",6.00,0.01,7.80,,,,,,,
12.00,784.00,3.00,"1",6.00,0.01,7.40,,,,,,,
12.00,785.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,786.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,787.00,3.00,"1",6.00,0.01,7.70,,,,,,,
12.00,788.00,3.00,"1",6.00,0.01,8.30,,,,,,,
12.00,789.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,790.00,3.00,"1",6.00,0.01,7.90,,,,,,,
12.00,791.00,3.00,"1",6.00,0.01,7.70,,,,,,,
12.00,792.00,3.00,"1",6.00,0.01,7.00,,,,,,,
12.00,793.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,794.00,4.00,"1",5.00,0.01,13.00,,,,,,,
12.00,795.00,4.00,"1",19.00,1.10,47.00,,,,1.00,,,
12.00,796.00,3.00,"1",6.00,0.01,7.80,,,,,,,
12.00,797.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,798.00,3.00,"1",6.00,0.01,8.00,,,,,,,
12.00,799.00,3.00,"1",6.00,0.01,7.50,,,,,,,
12.00,800.00,3.00,"1",2.00,0.57,31.00,,,,1.00,,,
12.00,801.00,3.00,"1",17.00,0.56,33.50,,,,1.00,,,
13.00,802.00,2.00,"2",3.00,0.01,4.10,,,,,,,
13.00,803.00,2.00,"2",7.00,0.01,4.00,,,,,,,
13.00,804.00,2.00,"2",5.00,0.01,3.20,,,,,,,
13.00,805.00,2.00,"2",3.00,0.01,3.70,,,,,,,
13.00,806.00,2.00,"2",3.00,0.01,3.70,,,,,1.00,,
13.00,807.00,2.00,"2",3.00,0.01,3.10,,,,,1.00,,
13.00,808.00,2.00,"2",5.00,0.01,2.40,,,,,1.00,,
13.00,809.00,2.00,"2",3.00,0.01,3.50,,,,,1.00,,
13.00,810.00,2.00,"2",7.00,0.01,5.70,,,,,,,
13.00,811.00,2.00,"2",4.00,0.01,9.00,,,,,,,
13.00,812.00,2.00,"2",5.00,0.01,3.00,,,,,,,
13.00,813.00,2.00,"2",4.00,0.01,3.70,,,,,,,
13.00,814.00,2.00,"2",21.00,0.01,6.50,,,,,,,
13.00,815.00,2.00,"2",4.00,0.01,4.50,,,,,,,
13.00,816.00,2.00,"2",14.00,0.01,7.50,,,,,,19.00,"FR019"
13.00,817.00,2.00,"2",5.00,0.01,4.10,,,,,,,
13.00,818.00,2.00,"2",4.00,0.01,4.40,,,,,,,
13.00,819.00,2.00,"2",4.00,0.01,3.50,,,,,,,
13.00,820.00,2.00,"2",5.00,0.01,4.20,,,,,,,
13.00,821.00,2.00,"2",4.00,0.01,4.50,,,,,,,
13.00,822.00,2.00,"2",4.00,0.01,3.20,,,,,,,
13.00,823.00,2.00,"2",5.00,0.01,3.10,,,,,,,
13.00,824.00,2.00,"2",10.00,0.01,3.20,,,,,,,"euthanized"
13.00,825.00,2.00,"2",5.00,0.01,4.00,,,,,,,
13.00,826.00,2.00,"2",5.00,0.01,3.00,,,,,,,
13.00,827.00,2.00,"2",5.00,0.01,4.00,,,,,,,
13.00,828.00,2.00,"2",4.00,0.01,3.40,,,,,,,
13.00,829.00,2.00,"2",7.00,0.19,26.00,,501.00,,,,,
13.00,830.00,2.00,"2",7.00,0.01,11.00,,,,,,18.00,"FR018"
13.00,831.00,2.00,"2",7.00,0.01,5.10,,,,,,,
13.00,832.00,2.00,"2",4.00,0.01,3.20,,,,,,,
13.00,833.00,2.00,"2",4.00,0.01,3.40,,,,,,,
13.00,834.00,2.00,"2",4.00,0.01,3.00,,,,,,,
13.00,835.00,2.00,"2",4.00,0.01,3.60,,,,,,,
13.00,836.00,2.00,"2",5.00,0.01,3.00,,,,,,,
13.00,837.00,2.00,"2",5.00,0.01,2.10,,,,,,,
13.00,838.00,2.00,"2",5.00,0.01,2.50,,,,,,,
13.00,839.00,2.00,"2",5.00,0.01,3.00,,,,,,,
13.00,840.00,2.00,"2",5.00,0.01,4.70,,,,,,,
13.00,841.00,2.00,"2",4.00,0.14,19.50,,,,,,,
13.00,842.00,2.00,"2",4.00,0.01,2.50,,,,,,,
13.00,843.00,2.00,"2",5.00,0.01,2.30,,,,,,,
13.00,844.00,2.00,"2",4.00,0.01,4.80,,,,,,,
13.00,845.00,2.00,"2",4.00,0.01,8.60,,,,,,,
13.00,846.00,2.00,"2",1.00,0.01,10.40,,,,,,,
13.00,847.00,2.00,"2",14.00,0.01,8.20,,,,,,,
13.00,848.00,2.00,"2",4.00,0.01,7.90,,,,,,,
13.00,849.00,2.00,"2",5.00,0.01,3.40,,,,,,,
13.00,850.00,2.00,"2",4.00,0.01,4.00,,,,,,,
13.00,851.00,2.00,"2",5.00,0.01,3.80,,,,,,,
